jobs,interface,Num_intf_residues,Polar,Hydrophobhic,Charged,contact_pairs,sc,hb,sb,int_solv_en,int_area,pi_score,pdb,pvalue,iptm_ptm,iptm,mpDockQ/pDockQ,file_source,label,pred,model_1_multimer_v3_pred_0,model_2_multimer_v3_pred_0,model_3_multimer_v3_pred_0,model_4_multimer_v3_pred_0,model_5_multimer_v3_pred_0
Q3IRT2_and_Q8IW35,C_B,44.0,0.182,0.386,0.364,88.0,0.078,15.0,3.0,-7.71,1269.95,-0.07,,,0.3072279856425733,0.2883982,0.2621435572828564,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3072279856425733,0.2589257224004768,0.24571611303856317,0.21384638027896002,0.20452944840594917
O27587_and_O60504,C_B,54.0,0.241,0.296,0.37,75.0,0.184,8.0,8.0,-11.23,1651.51,-0.85,,,0.3111737656950028,0.2882626,0.2260299607431043,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3111737656950028,0.21091579881931144,0.206238759288489,0.20241437582713795,0.2019670796599311
1L4D_1_and_1L4D_2,C_B,26.0,0.308,0.308,0.231,23.0,0.23,5.0,5.0,-6.96,1036.47,-1.81,,,0.3721937631622637,0.28716147,0.1494281867190269,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.3721937631622637,0.2830008278883137,0.2809594488412448,0.27565026248753927,0.24574942064288674
D5VQA3_and_Q14749,C_B,16.0,0.125,0.5,0.313,14.0,0.25,5.0,4.0,2.03,814.74,-2.04,,,0.3477940494554329,0.2860148,0.0841982380257861,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3477940494554329,0.26862771589799783,0.26383165464073915,0.21256882903347152,0.2082381713906869
Q6LXY8_and_Q9BX82,C_B,20.0,0.45,0.4,0.15,17.0,0.353,9.0,1.0,-8.64,1299.1,-1.41,,,0.3222966581051465,0.28474492,0.2284437849442462,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.32229665810514657,0.23060908544320008,0.22272381664792698,0.21317012362058974,0.2001439705271007
Q6KZK4_and_P56199,C_B,39.0,0.308,0.205,0.308,45.0,0.11,8.0,5.0,-3.59,961.11,-1.41,,,0.3311642424886655,0.28441504,0.3639894509695926,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3311642424886655,0.2953874166641649,0.2814106321357787,0.2680368454122283,0.25303352729642054
B6YSQ2_and_Q03112,C_B,46.0,0.13,0.37,0.304,59.0,0.119,8.0,2.0,-12.99,1546.41,-0.79,,,0.2741530585396585,0.2838217,0.0875882007532425,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.27415305853965855,0.2097710048326174,0.20694605984342052,0.20332544749423653,0.19267690872768714
Q0W8E0_and_Q86WN2,C_B,27.0,0.148,0.333,0.259,37.0,0.108,4.0,6.0,-2.23,991.64,-1.31,,,0.3538946222694423,0.28311634,0.1034686567542774,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.35389462226944235,0.28336853759481406,0.27885721589423845,0.2669150610089014,0.23686097819159097
8C44_1_and_8C44_2,C_B,25.0,0.44,0.28,0.24,28.0,0.24,9.0,2.0,1.55,841.66,-1.71,,,0.3521692496011379,0.28242895,0.1423302017020448,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.35216924960113793,0.3432228812919198,0.3366653295282978,0.29191970590776073,0.2791459086304373
A6VH94_and_Q9BZE9,C_B,38.0,0.158,0.447,0.263,50.0,0.183,7.0,6.0,-3.27,1175.56,-1.2,,,0.2885341988346779,0.28170896,0.2090705569751398,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.2885341988346779,0.2545141997583307,0.21649681803513315,0.19203232090388037,0.18943495021379314
A9A6I9_and_Q96P71,C_B,23.0,0.13,0.391,0.304,44.0,0.116,5.0,8.0,1.48,661.22,-0.85,,,0.2967225415161852,0.2801631,0.0865039062543105,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.2967225415161852,0.2904764875561428,0.27441706516132486,0.24353730915600402,0.22419714268716912
A6VIE1_and_Q8N6L1,C_B,48.0,0.271,0.438,0.208,58.0,0.253,7.0,0.0,-7.19,1126.48,-1.0,,,0.3508835378008039,0.27968508,0.0824857877932015,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.35088353780080395,0.299710228914108,0.18469152719868867,0.18085146680885175,0.15237083227842974
7JLU_1_and_7JLU_2,C_B,70.0,0.243,0.4,0.186,127.0,0.02,20.0,5.0,-9.85,2053.63,0.61,,,0.3416569671003503,0.27943212,0.2662999204833728,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,1.0,0.3416569671003503,0.32687965227566396,0.3266350151555311,0.3134458066479904,0.28854923045480696
1Z1D_1_and_1Z1D_2,C_B,27.0,0.407,0.148,0.259,37.0,0.238,5.0,2.0,-2.65,577.16,-2.06,,,0.3476815583752179,0.27939087,0.1470741988336809,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.34768155837521797,0.2970748792392177,0.2527953502950862,0.2488331021263003,0.24733604418942737
1E96_1_and_1E96_2,C_B,19.0,0.211,0.474,0.211,13.0,0.236,4.0,0.0,-6.15,808.16,-2.34,,,0.3438619744822517,0.27868575,0.0996802562377611,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.34386197448225175,0.33788343453026937,0.29702558351551445,0.2868958171380612,0.2785432607510057
O59545_and_Q9UJ04,C_B,76.0,0.171,0.382,0.276,108.0,0.143,21.0,5.0,-11.11,2171.29,0.29,,,0.3305347600221876,0.27861875,0.3521188125325662,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,1.0,0.3305347600221876,0.28080130462122843,0.2384978206746799,0.23620185513229217,0.22065148311355404
C5A1P4_and_Q9Y6C5,C_B,34.0,0.265,0.265,0.235,45.0,0.122,8.0,3.0,-1.19,1057.44,-1.47,,,0.3469748519221905,0.27749324,0.1629427629109391,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3469748519221905,0.34594170662768847,0.334528591897994,0.3318635891713865,0.3256514535570961
1ZVH_1_and_1ZVH_2,C_B,9.0,0.333,0.444,0.111,8.0,0.266,3.0,0.0,-3.81,650.82,-1.9,,,0.3416219697376816,0.277166,0.1533848660681536,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.3416219697376816,0.2986965742527268,0.26901953684547353,0.25419417622691076,0.25295019497819066
A0A1I4KS07_and_Q6UXK2,C_B,122.0,0.295,0.344,0.295,265.0,0.019,53.0,11.0,3.73,3034.27,0.85,,,0.2944723460192101,0.27463296,0.4088539967946303,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,1.0,0.29447234601921013,0.279851660697013,0.2795951921080917,0.27570991452514143,0.2713555991176325
C5A1H2_and_Q8NGF0,C_B,25.0,0.32,0.32,0.24,24.0,0.219,3.0,0.0,-7.09,788.78,-2.22,,,0.3697076017944567,0.27393085,0.084986612521999,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3697076017944567,0.3200599474001208,0.31626793996038094,0.3024416524301169,0.26955065062325156
B1YB29_and_Q86VZ4,C_B,15.0,0.267,0.467,0.2,19.0,0.149,3.0,2.0,-6.76,597.68,-1.62,,,0.3064265203003614,0.27310488,0.0809698028745107,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3064265203003614,0.27189645537351936,0.24183110485624287,0.23508911018294149,0.23183774356056375
1T6B_1_and_1T6B_2,C_B,6.0,0.5,0.0,0.5,3.0,0.262,3.0,5.0,1.42,549.11,-0.43,,,0.3717407890292638,0.27285576,0.1148146578222211,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.3717407890292638,0.3593575614177198,0.3288228888418927,0.309291798431102,0.3029052651676387
P27373_and_Q14739,C_B,42.0,0.381,0.214,0.19,49.0,0.268,13.0,6.0,-12.55,1423.36,-1.31,,,0.3214677348070519,0.2711774,0.2126554722458421,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.32146773480705193,0.30174870424950206,0.2866674368156715,0.28390633905261486,0.2634419823106703
8F0S_1_and_8F0S_2,C_B,10.0,0.2,0.3,0.3,7.0,0.274,2.0,0.0,-4.38,496.61,-2.08,,,0.3684344150831348,0.27014524,0.0274538701654918,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.3684344150831348,0.34662103992423043,0.34198998562934824,0.3304809606070034,0.31573532630266027
A6UWH7_and_Q8NFM4,C_B,53.0,0.189,0.34,0.302,74.0,0.209,8.0,2.0,-35.62,2327.51,0.7,,,0.3391553545110972,0.26931554,0.1363153305747241,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,1.0,0.33915535451109724,0.31501222189390427,0.2941751473078079,0.27568680156966463,0.27185624432958055
P26752_and_O95156,C_B,126.0,0.23,0.397,0.262,217.0,0.133,28.0,6.0,-35.31,3170.29,0.94,,,0.3185861796579102,0.2687738,0.5788322893262182,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,1.0,0.31858617965791025,0.2947336871167052,0.234106433272438,0.22838650133709423,0.22202861688810255
Q8TQH7_and_Q9ULX6,C_B,25.0,0.24,0.28,0.32,26.0,0.22,11.0,7.0,-1.34,1173.56,-1.98,,,0.281085490460149,0.2686614,0.1469113364193772,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.281085490460149,0.24553899727026512,0.2087583106572411,0.20373545097275925,0.20279358271764983
Q2NGN4_and_Q9Y2Z2,C_B,5.0,0.4,0.0,0.2,4.0,0.533,0.0,0.0,-3.29,198.05,0.33,,,0.3635288444059913,0.26829255,0.0273737317353778,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,1.0,0.3635288444059913,0.3469252813471374,0.3291275412261314,0.32388499101438734,0.32199402391149723
Q975F2_and_P14770,C_B,34.0,0.265,0.353,0.147,45.0,0.308,5.0,1.0,-7.47,869.55,-1.8,,,0.3172392464898005,0.26806557,0.0913227913436168,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.31723924648980056,0.27393126754270747,0.19170047238938234,0.19168907750064532,0.170782619802002
Q18GX1_and_Q9BWT1,C_B,25.0,0.16,0.52,0.12,25.0,0.254,8.0,1.0,-10.72,1057.15,-1.26,,,0.2877650325619118,0.26801705,0.1143536305740016,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.2877650325619118,0.2470683907165962,0.24422699591648803,0.22590677726464503,0.21825933915351714
C3MPH4_and_Q01432,C_B,15.0,0.333,0.333,0.133,14.0,0.25,2.0,5.0,-3.19,841.48,-2.17,,,0.3606194307354994,0.26763797,0.1465209358306683,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3606194307354994,0.30824321309155334,0.2802681872202184,0.2714914808442228,0.26881315891347457
Q6LZL0_and_Q9NX05,C_B,80.0,0.237,0.362,0.263,123.0,0.088,20.0,7.0,-13.44,2120.27,0.63,,,0.3164255186968601,0.2661823,0.422872103852678,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,1.0,0.3164255186968601,0.2766168090180657,0.26877785772817414,0.260508128811455,0.2444253279608934
Q5JGR7_and_Q96EP1,C_B,24.0,0.125,0.375,0.333,31.0,0.254,4.0,4.0,-3.25,824.49,-2.06,,,0.2823001546203389,0.26506492,0.0915144526179404,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.2823001546203389,0.2398788428259016,0.22732547214059634,0.20500446704438413,0.20127615489357414
A3CWJ3_and_Q9GZW5,C_B,51.0,0.275,0.353,0.235,70.0,0.27,21.0,6.0,-6.69,2158.15,-0.58,,,0.3288784734556025,0.26377884,0.2830945277265191,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.32887847345560256,0.3231417421448405,0.31391777569999924,0.2712639465347384,0.24464035187525862
Q8TX28_and_P00450,C_B,37.0,0.162,0.432,0.297,41.0,0.168,13.0,1.0,-5.41,1640.19,-1.14,,,0.3477584073766778,0.263605,0.3269457857615551,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.34775840737667785,0.3250576155375995,0.3192860128172912,0.312912995877787,0.3015016725718768
O29612_and_Q12959,C_B,39.0,0.333,0.308,0.282,49.0,0.193,16.0,3.0,-0.85,1265.43,-1.29,,,0.2743585042432647,0.26251572,0.0830241091775703,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.2743585042432647,0.24097706869386462,0.20937194281392668,0.19323809942128706,0.17883671114755073
Q59003_and_Q8N0Z6,C_B,6.0,0.167,0.333,0.333,4.0,0.352,1.0,1.0,-0.82,249.94,-1.86,,,0.3767287823525043,0.26173934,0.0383782956780154,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3767287823525043,0.3241496057747259,0.31723722014042044,0.25949547758860175,0.23969727016535747
Q8TZK1_and_Q8N465,C_B,44.0,0.182,0.477,0.136,60.0,0.194,10.0,4.0,-14.74,1052.99,0.09,,,0.3566652458941839,0.26158077,0.23720630939828,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,1.0,0.3566652458941839,0.33039899882473367,0.3211865103705843,0.3167247789886384,0.31402821136318765
Q9V1P1_and_Q86WK6,C_B,36.0,0.333,0.361,0.25,44.0,0.228,14.0,6.0,-2.89,1074.28,-0.65,,,0.3091989208275506,0.26148936,0.5586879022840618,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3091989208275506,0.2377873090770219,0.22268673232594144,0.2145015900436782,0.205371238499159
Q97BK7_and_Q66K64,C_B,36.0,0.306,0.306,0.278,41.0,0.148,7.0,7.0,-1.87,1255.36,-1.3,,,0.3437304445492979,0.26089573,0.1407813848142586,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3437304445492979,0.2988209664021527,0.2849421304127774,0.275979812243016,0.26038416559939714
Q58893_and_Q9NYU1,C_B,13.0,0.385,0.231,0.231,13.0,0.315,2.0,2.0,-2.24,535.38,-2.3,,,0.3558364596786652,0.26071948,0.0474171631317483,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3558364596786652,0.3387408690040875,0.32424891366156683,0.32131233314152285,0.29374809287474624
4BIK_1_and_4BIK_2,C_B,19.0,0.421,0.368,0.211,24.0,0.218,3.0,0.0,-8.87,469.67,-1.33,,,0.3632512269795873,0.26068735,0.0858932677517432,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.36325122697958734,0.3459772956620717,0.3320720870649783,0.32420673166813985,0.30947895014876264
Q5V296_and_Q7Z601,C_B,26.0,0.231,0.269,0.423,32.0,0.2,11.0,4.0,-4.3,1009.84,-1.34,,,0.3006022519941228,0.26015645,0.0926771799403889,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3006022519941228,0.28714981187354144,0.2649036756387015,0.25354857568698363,0.25040754187197134
2F2L_1_and_2F2L_2,C_B,30.0,0.333,0.467,0.133,35.0,0.345,14.0,1.0,-6.04,830.57,-0.33,,,0.3278037996670029,0.2590142,0.2764834518209784,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.3278037996670029,0.32232472321588224,0.2685084540786372,0.2574986050953244,0.25399501814117864
2FAP_1_and_2FAP_2,C_B,16.0,0.188,0.438,0.125,17.0,0.367,3.0,1.0,-9.18,765.22,-0.95,,,0.3300887608644867,0.25885952,0.1611839406328837,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.3300887608644867,0.3169875220145193,0.24352151696834307,0.2291934196869029,0.20036591737543863
Q58788_and_Q8IZ26,C_B,142.0,0.38,0.324,0.176,259.0,0.022,37.0,5.0,-41.0,3534.97,0.82,,,0.3056443656875545,0.25815186,0.2929097323121432,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,1.0,0.30564436568755454,0.2349739871540929,0.2229737230389841,0.22245768483719702,0.2204796236510963
O27984_and_Q1W209,C_B,15.0,0.267,0.4,0.133,17.0,0.366,5.0,0.0,-7.73,744.83,-2.19,,,0.3259628285115001,0.25744063,0.0777027321114033,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3259628285115001,0.32421037169655764,0.2549878802886799,0.2377830929558555,0.23259189572669678
Q12TT2_and_Q96F85,C_B,6.0,0.167,0.167,0.5,4.0,-0.008,0.0,1.0,-0.22,165.39,-0.34,,,0.3511814361937938,0.2562503,0.0330474346219195,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.35118143619379383,0.32307587319846154,0.28602892822241877,0.26739938608241426,0.25720074512267654
Q9HS68_and_Q711Q0,C_B,4.0,0.0,0.5,0.5,2.0,0.371,0.0,4.0,-3.83,410.35,-0.22,,,0.2619106561152367,0.25531015,0.0258883285754825,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.2619106561152367,0.260840881723734,0.2304323403639881,0.2185424018295337,0.21340660388683405
1FAP_1_and_1FAP_2,C_B,14.0,0.286,0.214,0.286,13.0,0.329,1.0,2.0,-4.9,633.33,-1.68,,,0.3269016460039769,0.25499582,0.1311117670491353,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.3269016460039769,0.32322890155960626,0.3173153779308009,0.23458565991584768,0.22344293212060568
Q8PUA4_and_Q6ZMR5,C_B,40.0,0.325,0.3,0.225,54.0,0.079,8.0,2.0,-0.83,1281.26,-1.47,,,0.3068914772077665,0.25486758,0.2571619397887977,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.30689147720776655,0.22213166669651305,0.21411402508855606,0.21103937194877695,0.20528897822383324
P62011_and_Q7Z434,C_B,11.0,0.091,0.545,0.364,10.0,0.293,5.0,0.0,-6.24,721.16,-1.22,,,0.256545409550621,0.25482064,0.0739329682979349,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.25654540955062105,0.2347830608677474,0.23254894520159314,0.2258723515695982,0.21190948252940423
C4KHL5_and_O75973,C_B,9.0,0.222,0.667,0.0,5.0,0.438,1.0,0.0,-20.8,988.95,-0.78,,,0.3213709787006611,0.25470358,0.1074907732803319,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.32137097870066117,0.3084334617525686,0.3080638538085679,0.2877922282178274,0.2732004554705089
Q0W720_and_Q6UWQ7,C_B,46.0,0.239,0.261,0.304,58.0,0.287,10.0,1.0,-5.8,1197.07,-1.79,,,0.3532017354168821,0.25469506,0.1064405829227135,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.35320173541688216,0.35104026392476123,0.3323952722371212,0.33128168409043146,0.31281784863887907
1TE1_1_and_1TE1_2,C_B,17.0,0.529,0.176,0.118,14.0,0.181,6.0,0.0,-1.64,564.87,-1.86,,,0.3328238921661758,0.25468355,0.103035935139422,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.3328238921661758,0.2815741045052195,0.26206570563186316,0.2453246685810333,0.228689297565439
7A91_1_and_7A91_2,C_B,141.0,0.376,0.277,0.191,221.0,0.154,38.0,5.0,-39.02,3992.64,0.7,,,0.3034817068608688,0.25467017,0.6126674371560639,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,1.0,0.30348170686086884,0.2878395183736102,0.25907814919442934,0.2481399675913875,0.2327747991054021
O28112_and_Q5HYN5,C_B,23.0,0.261,0.304,0.261,27.0,0.245,9.0,0.0,-8.75,1150.24,-1.71,,,0.3228524769467911,0.2545172,0.0779614746145074,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.32285247694679114,0.32018365239301255,0.30192095118887424,0.2994264052514126,0.28954715654895186
A6UUW5_and_O60543,C_B,28.0,0.357,0.143,0.321,32.0,0.406,11.0,10.0,-2.01,1073.12,-0.5,,,0.2795602016177972,0.25437987,0.0692971431097759,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.2795602016177972,0.22237947077394082,0.21942651115094108,0.21263081231330505,0.1650779047500389
C3MZF2_and_Q9HA65,C_B,34.0,0.206,0.324,0.265,55.0,0.325,10.0,4.0,-6.56,1441.99,-1.76,,,0.2971070596819102,0.25383222,0.1319615268624134,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.29710705968191026,0.2819459964760378,0.27621686923462285,0.2246031851600503,0.19731398425246027
O07883_and_O95800,C_B,44.0,0.295,0.409,0.227,81.0,0.067,13.0,7.0,-7.3,1164.61,0.14,,,0.2972252967431417,0.25288603,0.2089667129467186,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,1.0,0.2972252967431417,0.2727143119910388,0.2683379232753598,0.26806526086317617,0.26425454411144866
Q4JB92_and_O95363,C_B,21.0,0.048,0.429,0.238,25.0,0.356,1.0,1.0,-7.61,597.5,-0.87,,,0.3194280145097125,0.2526219,0.1455394387185174,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.31942801450971253,0.29210554053888965,0.2779892443175887,0.2556840849466504,0.2501382053030608
Q8ZXR9_and_O14828,C_B,25.0,0.28,0.32,0.28,22.0,0.394,3.0,5.0,-3.99,948.42,-1.92,,,0.2918519899333122,0.2511402,0.1150522380259579,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.2918519899333122,0.26167015180507736,0.21417185501868738,0.207182794073908,0.1988648008570998
C3NBN0_and_Q53QW1,C_B,12.0,0.083,0.667,0.083,9.0,0.388,0.0,0.0,-15.88,629.13,-1.09,,,0.2858439687152465,0.25102526,0.0558023586867252,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.2858439687152465,0.28100777509182623,0.25969301218661284,0.2517279181932653,0.24236122996390813
P0CW61_and_Q5VTM2,C_B,71.0,0.338,0.394,0.225,144.0,0.038,24.0,6.0,-11.93,1808.29,0.94,,,0.2673480838627249,0.25085375,0.2262195655717879,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,1.0,0.2673480838627249,0.24951020527612539,0.24448972410806522,0.22448671043367885,0.20346239698298388
A6USY4_and_Q6IQ26,C_B,24.0,0.167,0.375,0.375,23.0,0.185,3.0,6.0,2.65,1097.16,-2.0,,,0.337293538960572,0.25070477,0.0579650724921829,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.337293538960572,0.33210737938455925,0.3194897821883931,0.31060719791865277,0.2641854139972239
A9AA97_and_A0A2R8Y4L2,C_B,24.0,0.292,0.375,0.25,22.0,0.332,5.0,2.0,-5.18,916.69,-1.91,,,0.3256308493087286,0.25031453,0.1071819427826161,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.32563084930872865,0.24834726447228245,0.2388742871790126,0.23292854442315797,0.23029844999892962
Q9V262_and_Q96AE7,C_B,9.0,0.111,0.333,0.444,8.0,0.418,1.0,1.0,-4.96,504.78,-0.67,,,0.2661179037979096,0.2503008,0.0521047398027176,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.2661179037979096,0.24662192415808792,0.22973238184571365,0.22339420461593745,0.22128996489163172
A0RUP3_and_P58335,C_B,68.0,0.235,0.353,0.25,176.0,0.018,25.0,3.0,-2.91,1077.75,0.92,,,0.2901828567563067,0.25025427,0.3382040194416351,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,1.0,0.29018285675630673,0.23493079811113993,0.22563416041160317,0.19602742220719618,0.18221636490248844
A4WMQ7_and_Q00587,C_B,48.0,0.188,0.417,0.333,78.0,0.203,11.0,3.0,-12.75,1702.91,-0.2,,,0.2843462248934504,0.24993658,0.1438279778581058,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.2843462248934504,0.2241615629534019,0.21637041383959524,0.21259638729843744,0.20474901806391144
Q5V213_and_O95528,C_B,54.0,0.241,0.333,0.222,71.0,0.128,10.0,0.0,-22.96,1717.73,-0.58,,,0.3150674417977781,0.24948005,0.0782507473447832,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3150674417977781,0.30980485785946615,0.2493456899542651,0.23616005579533045,0.2267886563959892
Q8ZTP3_and_Q53F19,C_B,29.0,0.276,0.241,0.345,34.0,0.27,7.0,1.0,-8.95,1254.31,-1.49,,,0.2654946604964918,0.24925098,0.0478067484464074,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.2654946604964918,0.25088215764161315,0.21995981518040453,0.211793029601263,0.18547737928587293
O58497_and_P0DKB5,C_B,14.0,0.214,0.357,0.286,13.0,0.098,4.0,7.0,-1.12,557.02,-1.17,,,0.3065547488183614,0.24895151,0.1563382664904178,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3065547488183614,0.22338494180866258,0.22214255466433222,0.2214293513703757,0.20336460059970263
O27246_and_Q9UQR0,C_B,14.0,0.286,0.286,0.357,13.0,0.144,6.0,4.0,9.98,796.85,-1.06,,,0.2715849320577287,0.24858013,0.0418296044403975,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.27158493205772877,0.2395739967655755,0.22886010327030643,0.216130524725471,0.21024593341730902
A6UTF8_and_Q9UI17,C_B,6.0,0.0,0.333,0.5,4.0,0.292,1.0,1.0,0.33,331.38,-1.23,,,0.3443089349969145,0.24803996,0.0249304338598473,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3443089349969145,0.320033576898921,0.30464448182912324,0.30024122621039373,0.2763232444806455
A6UQD4_and_Q5T0J3,C_B,51.0,0.255,0.529,0.118,64.0,0.098,5.0,1.0,-23.65,1299.4,-0.41,,,0.3543881899347643,0.24791771,0.0718444536016762,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3543881899347643,0.34155941171385934,0.33351331127515493,0.2929161658148103,0.2686633437576642
B6YWX4_and_Q8WZ94,C_B,50.0,0.34,0.28,0.26,80.0,0.201,12.0,6.0,-13.61,1362.72,-0.68,,,0.3029196991906247,0.24782145,0.2324966948535681,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,0.0,0.0,0.3029196991906247,0.301968987277538,0.25019148897699617,0.24792300167282635,0.24651516213442667
8DM0_1_and_8DM0_2,C_B,15.0,0.533,0.133,0.067,18.0,0.104,8.0,0.0,-2.52,560.82,-1.44,,,0.3409058403433339,0.24724331,0.0788589055517549,/n/holyscratch01/ramanathan_lab/yuting/outputs/af2_archive_1,1.0,0.0,0.34090584034333393,0.33642918137408173,0.29828765053929984,0.2952719506138455,0.2823813315743351
